UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Tool Wear Failure,Heat Dissipation Failure,Power Failure,Overstrain Failure,Random Failure,temp_gap,power,wear_rate,heat_stress,stress_index
9419,L56598,L,298.0,308.4,1432,46.2,11,0,0,0,0,0,0,10.399999999999977,66158.40000000001,0.007681564245810056,480.479999999999,508.20000000000005
9420,L56599,L,298.0,308.4,1911,22.0,13,0,0,0,0,0,0,10.399999999999977,42042.0,0.006802721088435374,228.7999999999995,286.0
9421,L56600,L,298.0,308.4,1472,42.0,15,0,0,0,0,0,0,10.399999999999977,61824.0,0.010190217391304348,436.79999999999905,630.0
9422,M24281,M,298.1,308.5,1382,54.5,17,0,0,0,0,0,0,10.399999999999977,75319.0,0.012301013024602027,566.7999999999988,926.5
9423,L56602,L,298.1,308.5,1665,29.6,20,0,0,0,0,0,0,10.399999999999977,49284.0,0.012012012012012012,307.83999999999935,592.0
9424,L56603,L,298.1,308.5,1676,30.5,22,0,0,0,0,0,0,10.399999999999977,51118.0,0.013126491646778043,317.1999999999993,671.0
9425,M24284,M,298.0,308.5,1585,33.0,24,0,0,0,0,0,0,10.5,52305.0,0.015141955835962145,346.5,792.0
9426,M24285,M,298.1,308.6,1415,46.3,27,0,0,0,0,0,0,10.5,65514.49999999999,0.019081272084805655,486.15,1250.1
9427,L56606,L,298.1,308.7,1341,55.7,30,0,0,0,0,0,0,10.599999999999966,74693.7,0.02237136465324385,590.4199999999981,1671.0
9428,L56607,L,298.2,308.8,1540,34.8,32,0,0,0,0,0,0,10.600000000000023,53591.99999999999,0.02077922077922078,368.88000000000073,1113.6
9429,H38842,H,298.2,308.8,1837,28.4,34,0,0,0,0,0,0,10.600000000000023,52170.799999999996,0.018508437670114317,301.04000000000065,965.5999999999999
9430,L56609,L,298.2,308.8,1498,36.0,39,0,0,0,0,0,0,10.600000000000023,53928.0,0.0260347129506008,381.6000000000008,1404.0
9431,L56610,L,298.1,308.7,1671,28.8,41,0,0,0,0,0,0,10.599999999999966,48124.8,0.024536205864751647,305.279999999999,1180.8000000000002
9432,L56611,L,298.0,308.6,1430,57.0,43,0,0,0,0,0,0,10.600000000000023,81510.0,0.03006993006993007,604.2000000000013,2451.0
9433,L56612,L,298.0,308.7,1619,40.1,45,0,0,0,0,0,0,10.699999999999989,64921.9,0.027794935145151328,429.06999999999954,1804.5
9434,M24293,M,298.0,308.7,1430,51.9,47,0,0,0,0,0,0,10.699999999999989,74217.0,0.032867132867132866,555.3299999999994,2439.2999999999997
9435,L56614,L,298.0,308.6,1626,33.3,50,0,0,0,0,0,0,10.600000000000023,54145.799999999996,0.03075030750307503,352.9800000000007,1664.9999999999998
9436,L56615,L,298.0,308.7,1443,49.3,52,0,0,0,0,0,0,10.699999999999989,71139.9,0.036036036036036036,527.5099999999994,2563.6
9437,L56616,L,298.0,308.6,1481,42.5,54,0,0,0,0,0,0,10.600000000000023,62942.5,0.03646185010128292,450.50000000000097,2295.0
9438,M24297,M,298.1,308.7,1527,43.0,56,0,0,0,0,0,0,10.599999999999966,65661.0,0.0366732154551408,455.79999999999853,2408.0
9439,M24298,M,298.1,308.7,1315,56.8,59,0,0,0,0,0,0,10.599999999999966,74692.0,0.044866920152091254,602.079999999998,3351.2
9440,M24299,M,298.1,308.8,1433,48.2,62,0,0,0,0,0,0,10.699999999999989,69070.6,0.04326587578506629,515.7399999999994,2988.4
9441,M24300,M,298.1,308.8,1378,53.5,65,0,0,0,0,0,0,10.699999999999989,73723.0,0.04716981132075472,572.4499999999994,3477.5000000000005
9442,L56621,L,298.1,308.8,1432,43.4,68,0,0,0,0,0,0,10.699999999999989,62148.799999999996,0.04748603351955307,464.3799999999995,2951.2
9443,M24302,M,298.1,308.8,1394,47.9,70,0,0,0,0,0,0,10.699999999999989,66772.59999999999,0.05021520803443329,512.5299999999994,3352.9999999999995
9444,H38857,H,298.0,308.8,1411,53.8,73,0,0,0,0,0,0,10.800000000000011,75911.8,0.0517363571934798,581.0400000000005,3927.4
9445,L56624,L,298.1,308.9,2136,15.9,78,0,0,0,0,0,0,10.799999999999955,33962.4,0.03651685393258427,171.7199999999993,1240.2
9446,M24305,M,298.2,309.0,1446,45.8,80,0,0,0,0,0,0,10.800000000000011,66226.8,0.05532503457814661,494.6400000000005,3664.0
9447,H38860,H,298.1,308.9,1388,53.5,83,0,0,0,0,0,0,10.799999999999955,74258.0,0.05979827089337176,577.7999999999976,4440.5
9448,M24307,M,298.1,308.9,1323,51.7,88,0,0,0,0,0,0,10.799999999999955,68399.1,0.06651549508692366,558.3599999999976,4549.6
9449,L56628,L,298.2,309.0,1780,29.3,91,0,0,0,0,0,0,10.800000000000011,52154.0,0.05112359550561798,316.44000000000034,2666.3
9450,M24309,M,298.1,308.8,1434,41.8,93,0,0,0,0,0,0,10.699999999999989,59941.2,0.06485355648535565,447.2599999999995,3887.4
9451,M24310,M,298.0,308.7,1494,42.6,96,0,0,0,0,0,0,10.699999999999989,63644.4,0.0642570281124498,455.81999999999954,4089.6
9452,H38865,H,298.0,308.7,1536,39.6,99,0,0,0,0,0,0,10.699999999999989,60825.600000000006,0.064453125,423.7199999999996,3920.4000000000005
9453,M24312,M,298.0,308.7,1392,53.4,104,0,0,0,0,0,0,10.699999999999989,74332.8,0.07471264367816093,571.3799999999994,5553.6
9454,H38867,H,298.2,309.0,1360,56.8,107,0,0,0,0,0,0,10.800000000000011,77248.0,0.07867647058823529,613.4400000000006,6077.599999999999
9455,L56634,L,298.4,309.2,1583,35.4,112,0,0,0,0,0,0,10.800000000000011,56038.2,0.07075173720783323,382.3200000000004,3964.8
9456,L56635,L,298.5,309.2,1983,20.2,114,0,0,0,0,0,0,10.699999999999989,40056.6,0.057488653555219364,216.13999999999976,2302.7999999999997
9457,L56636,L,298.5,309.3,1630,33.3,116,0,0,0,0,0,0,10.800000000000011,54278.99999999999,0.07116564417177915,359.6400000000003,3862.7999999999997
9458,M24317,M,298.5,309.3,1692,26.7,118,0,0,0,0,0,0,10.800000000000011,45176.4,0.06973995271867613,288.3600000000003,3150.6000000000004
9459,L56638,L,298.4,309.1,1417,40.6,121,0,0,0,0,0,0,10.700000000000045,57530.200000000004,0.08539167254763586,434.42000000000183,4912.6
9460,L56639,L,298.4,309.1,1579,36.1,123,0,0,0,0,0,0,10.700000000000045,57001.9,0.077897403419886,386.27000000000163,4440.3
9461,M24320,M,298.4,309.2,1399,45.2,125,0,0,0,0,0,0,10.800000000000011,63234.8,0.08934953538241601,488.16000000000054,5650.0
9462,M24321,M,298.4,309.2,1414,46.4,128,0,0,0,0,0,0,10.800000000000011,65609.59999999999,0.09052333804809053,501.1200000000005,5939.2
9463,L56642,L,298.5,309.3,1570,40.1,131,0,0,0,0,0,0,10.800000000000011,62957.0,0.08343949044585987,433.0800000000005,5253.099999999999
9464,M24323,M,298.5,309.3,1552,36.8,133,0,0,0,0,0,0,10.800000000000011,57113.6,0.0856958762886598,397.4400000000004,4894.4
9465,L56644,L,298.6,309.4,1440,48.2,136,0,0,0,0,0,0,10.799999999999955,69408.0,0.09444444444444444,520.5599999999978,6555.2
9466,M24325,M,298.6,309.4,1460,43.8,138,0,0,0,0,0,0,10.799999999999955,63947.99999999999,0.09452054794520548,473.039999999998,6044.4
9467,L56646,L,298.6,309.4,1471,48.0,141,0,0,0,0,0,0,10.799999999999955,70608.0,0.09585316111488783,518.3999999999978,6768.0
9468,L56647,L,298.6,309.3,1702,27.6,143,0,0,0,0,0,0,10.699999999999989,46975.200000000004,0.08401880141010576,295.3199999999997,3946.8000000000006
9469,L56648,L,298.6,309.4,1375,55.4,145,0,0,0,0,0,0,10.799999999999955,76175.0,0.10545454545454545,598.3199999999974,8033.0
9470,L56649,L,298.6,309.4,1698,33.2,147,0,0,0,0,0,0,10.799999999999955,56373.600000000006,0.08657243816254417,358.5599999999985,4880.400000000001
9471,H38884,H,298.6,309.4,1439,47.1,149,0,0,0,0,0,0,10.799999999999955,67776.90000000001,0.103544127866574,508.67999999999785,7017.900000000001
9472,M24331,M,298.6,309.4,1774,27.5,154,0,0,0,0,0,0,10.799999999999955,48785.0,0.08680947012401354,296.99999999999875,4235.0
9473,M24332,M,298.7,309.4,1375,48.3,157,0,0,0,0,0,0,10.699999999999989,66412.5,0.11418181818181818,516.8099999999994,7583.099999999999
9474,L56653,L,298.7,309.5,1446,40.0,160,0,0,0,0,0,0,10.800000000000011,57840.0,0.11065006915629322,432.00000000000045,6400.0
9475,M24334,M,298.7,309.6,1455,46.8,162,0,0,0,0,0,0,10.900000000000034,68094.0,0.11134020618556702,510.12000000000154,7581.6
9476,L56655,L,298.8,309.6,1523,41.9,165,0,0,0,0,0,0,10.800000000000011,63813.7,0.10833880499015101,452.52000000000044,6913.499999999999
9477,M24336,M,298.8,309.6,1692,31.9,167,0,0,0,0,0,0,10.800000000000011,53974.799999999996,0.09869976359338062,344.5200000000003,5327.3
9478,M24337,M,298.8,309.6,1693,33.3,170,0,0,0,0,0,0,10.800000000000011,56376.899999999994,0.10041346721795628,359.6400000000003,5660.999999999999
9479,L56658,L,298.8,309.6,1890,24.0,173,0,0,0,0,0,0,10.800000000000011,45360.0,0.09153439153439154,259.2000000000003,4152.0
9480,H38893,H,298.9,309.6,1600,33.5,175,0,0,0,0,0,0,10.700000000000045,53600.0,0.109375,358.4500000000015,5862.5
9481,M24340,M,298.9,309.6,1434,43.8,180,0,0,0,0,0,0,10.700000000000045,62809.2,0.12552301255230125,468.66000000000196,7883.999999999999
9482,L56661,L,298.9,309.6,1365,50.9,183,0,0,0,0,0,0,10.700000000000045,69478.5,0.13406593406593406,544.6300000000023,9314.699999999999
9483,H38896,H,298.8,309.6,1309,57.4,185,0,0,0,0,0,0,10.800000000000011,75136.59999999999,0.1413292589763178,619.9200000000006,10618.999999999998
9484,H38897,H,298.9,309.6,1546,35.3,190,0,0,0,0,0,0,10.700000000000045,54573.799999999996,0.12289780077619664,377.71000000000157,6706.999999999999
9485,L56664,L,298.9,309.6,1663,33.7,195,0,0,0,0,0,0,10.700000000000045,56043.100000000006,0.11725796752856284,360.59000000000157,6571.500000000001
9486,L56665,L,298.9,309.6,1589,34.2,197,0,0,0,0,0,0,10.700000000000045,54343.8,0.12397734424166142,365.9400000000016,6737.4
9487,M24346,M,298.9,309.6,1472,46.0,199,0,0,0,0,0,0,10.700000000000045,67712.0,0.13519021739130435,492.2000000000021,9154.0
9488,L56667,L,298.9,309.6,1583,39.8,202,0,0,0,0,0,0,10.700000000000045,63003.399999999994,0.12760581174984206,425.8600000000018,8039.5999999999985
9489,M24348,M,298.9,309.6,1567,34.5,204,0,0,0,0,0,0,10.700000000000045,54061.5,0.1301850670070198,369.15000000000157,7038.0
9490,L56669,L,298.9,309.7,1407,41.9,207,0,0,0,0,0,0,10.800000000000011,58953.299999999996,0.14712153518123666,452.52000000000044,8673.3
9491,M24350,M,299.0,309.7,1418,44.7,209,0,0,0,0,0,0,10.699999999999989,63384.600000000006,0.1473906911142454,478.2899999999995,9342.300000000001
9492,M24351,M,299.0,309.7,1489,40.7,212,0,0,0,0,0,0,10.699999999999989,60602.3,0.14237743451981194,435.48999999999955,8628.4
9493,L56672,L,299.1,309.9,1586,36.6,215,0,0,0,0,0,0,10.799999999999955,58047.600000000006,0.13556116015132408,395.2799999999983,7869.0
9494,L56673,L,299.1,309.8,1398,55.4,217,1,0,0,0,1,0,10.699999999999989,77449.2,0.1552217453505007,592.7799999999994,12021.8
9495,L56674,L,299.2,309.9,1516,41.4,219,0,0,0,0,0,0,10.699999999999989,62762.4,0.14445910290237468,442.9799999999995,9066.6
9496,H38909,H,299.3,310.0,1373,44.8,221,0,0,0,0,0,0,10.699999999999989,61510.399999999994,0.16096139839766935,479.35999999999945,9900.8
9497,M24356,M,299.2,310.0,1349,50.4,226,0,0,0,0,0,0,10.800000000000011,67989.59999999999,0.167531504818384,544.3200000000005,11390.4
9498,H38911,H,299.1,309.9,1443,40.3,0,0,0,0,0,0,0,10.799999999999955,58152.899999999994,0.0,435.23999999999813,0.0
9499,H38912,H,299.2,310.1,1542,36.1,5,0,0,0,0,0,0,10.900000000000034,55666.200000000004,0.00324254215304799,393.49000000000126,180.50000000000003
9500,L56679,L,299.2,310.1,1534,37.7,10,0,0,0,0,0,0,10.900000000000034,57831.8,0.00651890482398957,410.9300000000013,377.00000000000006
9501,L56680,L,299.2,310.2,1697,30.6,12,0,0,0,0,0,0,11.0,51928.200000000004,0.007071302298173247,336.6,367.20000000000005
9502,L56681,L,299.3,310.3,1396,47.4,14,0,0,0,0,0,0,11.0,66170.4,0.01002865329512894,521.4,663.6
9503,L56682,L,299.3,310.2,1495,49.2,16,0,0,0,0,0,0,10.899999999999977,73554.0,0.010702341137123745,536.279999999999,787.1999999999999
9504,M24363,M,299.2,310.3,1551,44.8,18,0,0,0,0,0,0,11.100000000000023,69484.79999999999,0.01160541586073501,497.280000000001,806.3999999999999
9505,L56684,L,299.2,310.3,1440,47.0,21,0,0,0,0,0,0,11.100000000000023,67680.0,0.014583333333333334,521.7000000000011,987.0
9506,L56685,L,299.2,310.3,1429,40.1,23,0,0,0,0,0,0,11.100000000000023,57302.9,0.01609517144856543,445.1100000000009,922.3
9507,H38920,H,299.3,310.4,1548,41.6,25,0,0,0,0,0,0,11.099999999999966,64396.8,0.01614987080103359,461.75999999999857,1040.0
9508,L56687,L,299.3,310.5,1505,38.8,30,0,0,0,0,0,0,11.199999999999989,58393.99999999999,0.019933554817275746,434.55999999999955,1163.9999999999998
9509,L56688,L,299.2,310.4,1611,36.4,32,0,0,0,0,0,0,11.199999999999989,58640.399999999994,0.019863438857852266,407.67999999999955,1164.8
9510,M24369,M,299.2,310.4,1502,39.8,34,0,0,0,0,0,0,11.199999999999989,59779.6,0.022636484687083888,445.75999999999954,1353.2
9511,M24370,M,299.2,310.4,1504,43.3,37,0,0,0,0,0,0,11.199999999999989,65123.2,0.024601063829787235,484.95999999999947,1602.1
9512,L56691,L,299.1,310.3,1449,40.7,40,0,0,0,0,0,0,11.199999999999989,58974.3,0.027605244996549344,455.8399999999996,1628.0
9513,L56692,L,299.0,310.2,1575,37.8,42,0,0,0,0,0,0,11.199999999999989,59534.99999999999,0.02666666666666667,423.35999999999956,1587.6
9514,M24373,M,299.0,310.2,1598,33.4,44,0,0,0,0,0,0,11.199999999999989,53373.2,0.02753441802252816,374.0799999999996,1469.6
9515,L56694,L,299.0,310.1,1416,45.9,47,0,0,0,0,0,0,11.100000000000023,64994.4,0.033192090395480225,509.49000000000103,2157.3
9516,L56695,L,299.0,310.2,1682,28.8,49,0,0,0,0,0,0,11.199999999999989,48441.6,0.029131985731272295,322.55999999999966,1411.2
9517,L56696,L,298.9,310.1,1341,54.5,51,0,0,0,0,0,0,11.200000000000045,73084.5,0.03803131991051454,610.4000000000025,2779.5
9518,L56697,L,298.9,310.1,1523,39.1,53,0,0,0,0,0,0,11.200000000000045,59549.3,0.03479973736047275,437.9200000000018,2072.3
9519,L56698,L,299.0,310.1,1580,41.9,55,0,0,0,0,0,0,11.100000000000023,66202.0,0.03481012658227848,465.09000000000094,2304.5
9520,L56699,L,299.0,310.1,1531,36.0,57,0,0,0,0,0,0,11.100000000000023,55116.0,0.037230568256041804,399.6000000000008,2052.0
9521,L56700,L,299.0,310.1,1375,48.9,59,0,0,0,0,0,0,11.100000000000023,67237.5,0.04290909090909091,542.7900000000011,2885.1
9522,M24381,M,298.9,310.1,1484,40.4,61,0,0,0,0,0,0,11.200000000000045,59953.6,0.04110512129380054,452.48000000000184,2464.4
9523,M24382,M,299.0,310.2,1657,32.3,64,0,0,0,0,0,0,11.199999999999989,53521.1,0.03862401931200966,361.7599999999996,2067.2
9524,L56703,L,299.0,310.2,1494,40.6,67,0,0,0,0,0,0,11.199999999999989,60656.4,0.04484605087014726,454.7199999999996,2720.2000000000003
9525,H38938,H,299.0,310.3,1658,27.6,69,0,0,0,0,0,0,11.300000000000011,45760.8,0.04161640530759952,311.88000000000034,1904.4
9526,L56705,L,299.1,310.3,1411,42.1,74,0,0,0,0,0,0,11.199999999999989,59403.1,0.05244507441530829,471.5199999999995,3115.3999999999996
9527,M24386,M,299.2,310.4,1395,55.4,76,0,0,0,0,0,0,11.199999999999989,77283.0,0.05448028673835126,620.4799999999993,4210.400000000001
9528,L56707,L,299.1,310.4,1550,43.9,79,0,0,0,0,0,0,11.299999999999955,68045.0,0.05096774193548387,496.069999999998,3468.1
9529,M24388,M,299.1,310.3,1233,59.0,81,0,0,0,0,0,0,11.199999999999989,72747.0,0.06569343065693431,660.7999999999993,4779.0
9530,L56709,L,299.1,310.3,1459,46.7,84,0,0,0,0,0,0,11.199999999999989,68135.3,0.05757368060315284,523.0399999999995,3922.8
9531,H38944,H,299.1,310.4,1405,53.6,86,0,0,0,0,0,0,11.299999999999955,75308.0,0.06120996441281139,605.6799999999976,4609.6
9532,L56711,L,299.2,310.5,1458,44.1,91,0,0,0,0,0,0,11.300000000000011,64297.8,0.062414266117969824,498.3300000000005,4013.1000000000004
9533,L56712,L,299.2,310.5,1384,48.7,93,0,0,0,0,0,0,11.300000000000011,67400.8,0.06719653179190752,550.3100000000006,4529.1
9534,L56713,L,299.2,310.5,1705,29.5,95,0,0,0,0,0,0,11.300000000000011,50297.5,0.05571847507331378,333.35000000000036,2802.5
9535,L56714,L,299.3,310.6,1443,45.7,97,0,0,0,0,0,0,11.300000000000011,65945.1,0.06722106722106722,516.4100000000005,4432.9
9536,M24395,M,299.3,310.6,1609,31.4,99,0,0,0,0,0,0,11.300000000000011,50522.6,0.061528899937849595,354.82000000000033,3108.6
9537,L56716,L,299.3,310.5,1818,26.0,102,0,0,0,0,0,0,11.199999999999989,47268.0,0.056105610561056105,291.1999999999997,2652.0
9538,M24397,M,299.3,310.6,1457,42.1,104,0,0,0,0,0,0,11.300000000000011,61339.700000000004,0.07137954701441318,475.7300000000005,4378.400000000001
9539,L56718,L,299.3,310.6,1480,45.1,107,0,0,0,0,0,0,11.300000000000011,66748.0,0.0722972972972973,509.6300000000005,4825.7
9540,L56719,L,299.4,310.8,1424,47.7,109,0,0,0,0,0,0,11.400000000000034,67924.8,0.07654494382022473,543.7800000000017,5199.300000000001
9541,M24400,M,299.4,310.8,1628,40.2,111,0,0,0,0,0,0,11.400000000000034,65445.600000000006,0.06818181818181818,458.2800000000014,4462.2
9542,M24401,M,299.5,310.8,1754,31.3,114,0,0,0,0,0,0,11.300000000000011,54900.200000000004,0.06499429874572406,353.69000000000034,3568.2000000000003
9543,L56722,L,299.6,310.9,1716,28.5,117,0,0,0,0,0,0,11.299999999999955,48906.0,0.06818181818181818,322.0499999999987,3334.4999999999995
9544,M24403,M,299.5,310.9,1378,48.7,119,0,0,0,0,0,0,11.399999999999977,67108.6,0.08635703918722787,555.1799999999989,5795.300000000001
9545,L56724,L,299.6,311.0,1708,31.0,122,0,0,0,0,0,0,11.399999999999977,52948.0,0.07142857142857142,353.3999999999993,3782.0
9546,L56725,L,299.6,311.0,1430,38.3,124,0,0,0,0,0,0,11.399999999999977,54768.99999999999,0.08671328671328671,436.6199999999991,4749.199999999999
9547,M24406,M,299.7,311.2,1560,43.9,126,0,0,0,0,0,0,11.5,68484.0,0.08076923076923077,504.84999999999997,5531.400000000001
9548,L56727,L,299.6,311.1,1679,30.7,129,0,0,0,0,0,0,11.5,51545.299999999996,0.0768314472900536,353.05,3960.2999999999997
9549,L56728,L,299.6,311.1,1521,37.2,131,0,0,0,0,0,0,11.5,56581.200000000004,0.0861275476660092,427.8,4873.200000000001
9550,M24409,M,299.6,311.1,1649,33.8,133,0,0,0,0,0,0,11.5,55736.2,0.08065494238932687,388.7,4495.4
9551,M24410,M,299.5,311.0,1451,43.3,136,0,0,0,0,0,0,11.5,62828.299999999996,0.09372846312887664,497.95,5888.8
9552,L56731,L,299.4,310.8,1391,48.9,139,0,0,0,0,0,0,11.400000000000034,68019.9,0.09992810927390366,557.4600000000016,6797.099999999999
9553,M24412,M,299.3,310.8,1523,40.9,141,0,0,0,0,0,0,11.5,62290.7,0.09258043335521995,470.34999999999997,5766.9
9554,L56733,L,299.3,310.7,1495,39.2,144,0,0,0,0,0,0,11.399999999999977,58604.00000000001,0.09632107023411371,446.87999999999914,5644.8
9555,M24414,M,299.3,310.7,1440,45.5,146,0,0,0,0,0,0,11.399999999999977,65520.0,0.10138888888888889,518.6999999999989,6643.0
9556,H38969,H,299.4,310.8,1585,31.4,149,0,0,0,0,0,0,11.400000000000034,49769.0,0.09400630914826498,357.96000000000106,4678.599999999999
9557,L56736,L,299.5,310.8,1374,48.3,154,0,0,0,0,0,0,11.300000000000011,66364.2,0.11208151382823872,545.7900000000005,7438.2
9558,M24417,M,299.5,310.8,1507,40.2,156,0,0,0,0,0,0,11.300000000000011,60581.4,0.10351692103516921,454.2600000000005,6271.200000000001
9559,M24418,M,299.5,310.9,1577,34.6,159,0,0,0,0,0,0,11.399999999999977,54564.200000000004,0.10082435003170577,394.4399999999992,5501.400000000001
9560,L56739,L,299.5,310.9,1496,38.5,162,0,0,0,0,0,0,11.399999999999977,57596.0,0.10828877005347594,438.8999999999991,6237.0
9561,L56740,L,299.6,310.9,1487,42.5,164,0,0,0,0,0,0,11.299999999999955,63197.5,0.11028917283120376,480.24999999999807,6970.0
9562,L56741,L,299.6,310.9,1853,26.3,166,0,0,0,0,0,0,11.299999999999955,48733.9,0.08958445763626552,297.1899999999988,4365.8
9563,M24422,M,299.7,311.0,1435,50.1,168,0,0,0,0,0,0,11.300000000000011,71893.5,0.11707317073170732,566.1300000000006,8416.800000000001
9564,M24423,M,299.8,311.1,1763,25.5,171,0,0,0,0,0,0,11.300000000000011,44956.5,0.09699376063528077,288.1500000000003,4360.5
9565,L56744,L,299.8,311.1,1820,24.9,174,0,0,0,0,0,0,11.300000000000011,45318.0,0.0956043956043956,281.3700000000003,4332.599999999999
9566,M24425,M,299.8,311.1,1498,38.1,176,0,0,0,0,0,0,11.300000000000011,57073.8,0.11748998664886515,430.5300000000004,6705.6
9567,L56746,L,299.8,311.1,1603,35.1,179,0,0,0,0,0,0,11.300000000000011,56265.3,0.11166562694946974,396.6300000000004,6282.900000000001
9568,L56747,L,299.8,311.1,1412,42.5,181,0,0,0,0,0,0,11.300000000000011,60010.0,0.1281869688385269,480.25000000000045,7692.499999999999
9569,L56748,L,299.8,311.1,1588,38.0,183,0,0,0,0,0,0,11.300000000000011,60344.0,0.11523929471032746,429.40000000000043,6954.0
9570,M24429,M,299.8,311.0,1948,20.0,185,0,0,0,0,0,0,11.199999999999989,38960.0,0.09496919917864477,223.99999999999977,3700.0000000000005
9571,L56750,L,299.7,310.9,1384,48.2,188,0,0,0,0,0,0,11.199999999999989,66708.8,0.13583815028901733,539.8399999999995,9061.6
9572,L56751,L,299.7,310.8,1589,36.0,190,0,0,0,0,0,0,11.100000000000023,57204.0,0.11957205789804909,399.6000000000008,6840.0
9573,M24432,M,299.7,310.8,1405,47.6,192,0,0,0,0,0,0,11.100000000000023,66878.0,0.13665480427046264,528.3600000000012,9139.2
9574,L56753,L,299.7,310.9,1491,40.1,195,0,0,0,0,0,0,11.199999999999989,59789.1,0.13078470824949698,449.11999999999955,7819.5
9575,H38988,H,299.7,310.8,1418,46.6,197,0,0,0,0,0,0,11.100000000000023,66078.8,0.1389280677009873,517.2600000000011,9180.2
9576,M24435,M,299.6,310.8,1603,35.4,202,0,0,0,0,0,0,11.199999999999989,56746.2,0.1260137242669994,396.47999999999956,7150.8
9577,L56756,L,299.6,310.7,1922,23.3,205,1,1,0,0,0,0,11.099999999999966,44782.6,0.10665972944849116,258.6299999999992,4776.5
9578,M24437,M,299.5,310.7,1364,49.5,0,0,0,0,0,0,0,11.199999999999989,67518.0,0.0,554.3999999999994,0.0
9579,L56758,L,299.4,310.7,1551,41.2,3,0,0,0,0,0,0,11.300000000000011,63901.200000000004,0.0019342359767891683,465.5600000000005,123.60000000000001
9580,L56759,L,299.5,310.7,1589,33.5,5,0,0,0,0,0,0,11.199999999999989,53231.5,0.0031466331025802393,375.1999999999996,167.5
9581,M24440,M,299.5,310.7,1423,56.5,7,0,0,0,0,0,0,11.199999999999989,80399.5,0.004919184820801124,632.7999999999994,395.5
9582,L56761,L,299.4,310.6,1418,53.1,10,0,0,0,0,0,0,11.200000000000045,75295.8,0.007052186177715092,594.7200000000024,531.0
9583,M24442,M,299.3,310.5,1404,47.5,12,0,0,0,0,0,0,11.199999999999989,66690.0,0.008547008547008548,531.9999999999994,570.0000000000001
9584,L56763,L,299.3,310.5,1281,59.8,15,0,0,0,0,0,0,11.199999999999989,76603.8,0.0117096018735363,669.7599999999993,897.0000000000001
9585,L56764,L,299.3,310.5,1529,41.3,17,0,0,0,0,0,0,11.199999999999989,63147.7,0.011118378024852845,462.5599999999995,702.1
9586,M24445,M,299.3,310.5,1563,42.1,19,0,0,0,0,0,0,11.199999999999989,65802.3,0.01215611004478567,471.5199999999995,799.9000000000001
9587,L56766,L,299.4,310.6,1348,54.5,22,0,0,0,0,0,0,11.200000000000045,73466.0,0.016320474777448073,610.4000000000025,1199.0
9588,M24447,M,299.3,310.5,1462,40.5,24,0,0,0,0,0,0,11.199999999999989,59211.0,0.016415868673050615,453.59999999999957,972.0
9589,H39002,H,299.3,310.4,1510,45.5,27,0,0,0,0,0,0,11.099999999999966,68705.0,0.017880794701986755,505.0499999999985,1228.5
9590,L56769,L,299.2,310.4,1472,43.3,32,0,0,0,0,0,0,11.199999999999989,63737.6,0.021739130434782608,484.95999999999947,1385.6
9591,M24450,M,299.2,310.4,1325,52.0,34,0,0,0,0,0,0,11.199999999999989,68900.0,0.025660377358490565,582.3999999999994,1768.0
9592,L56771,L,299.2,310.4,1570,37.3,37,0,0,0,0,0,0,11.199999999999989,58560.99999999999,0.02356687898089172,417.75999999999954,1380.1
9593,L56772,L,299.2,310.4,1379,46.8,39,0,0,0,0,0,0,11.199999999999989,64537.2,0.028281363306744016,524.1599999999994,1825.1999999999998
9594,L56773,L,299.1,310.2,1352,52.8,41,0,0,0,0,0,0,11.099999999999966,71385.59999999999,0.030325443786982247,586.0799999999982,2164.7999999999997
9595,L56774,L,299.1,310.3,1727,28.7,43,0,0,0,0,0,0,11.199999999999989,49564.9,0.024898668210770122,321.43999999999966,1234.1000000000001
9596,H39009,H,299.0,310.1,1432,50.0,45,0,0,0,0,0,0,11.100000000000023,71600.0,0.031424581005586594,555.0000000000011,2250.0
9597,L56776,L,298.9,310.1,1466,43.4,50,0,0,0,0,0,0,11.200000000000045,63624.4,0.034106412005457026,486.080000000002,2170.0
9598,L56777,L,298.9,310.1,1510,38.0,52,0,0,0,0,0,0,11.200000000000045,57380.0,0.03443708609271523,425.6000000000017,1976.0
9599,L56778,L,299.0,310.2,1490,41.1,54,0,0,0,0,0,0,11.199999999999989,61239.0,0.036241610738255034,460.31999999999954,2219.4
9600,L56779,L,299.0,310.1,1463,37.4,56,0,0,0,0,0,0,11.100000000000023,54716.2,0.03827751196172249,415.14000000000084,2094.3999999999996
9601,M24460,M,298.9,310.0,1561,45.3,58,0,0,0,0,0,0,11.100000000000023,70713.29999999999,0.037155669442664956,502.830000000001,2627.399999999999
9602,L56781,L,298.9,310.1,2109,18.0,61,0,0,0,0,0,0,11.200000000000045,37962.0,0.028923660502607872,201.60000000000082,1098.0
9603,L56782,L,298.9,310.2,1705,32.5,63,0,0,0,0,0,0,11.300000000000011,55412.5,0.03695014662756598,367.25000000000034,2047.5
9604,M24463,M,298.9,310.1,1549,40.2,65,0,0,0,0,0,0,11.200000000000045,62269.8,0.04196255648805681,450.2400000000019,2613.0
